gene,Chen28689251,Nichols_24571919,x_hurskainen_33692365_endothelial,x_hurskainen_33692365_epithelial,x_hurskainen_33692365_stroma,x_lingappan_25003466_both_ranked,x_scaffa_34417156_ranked,Al_mudares_37368978_female,Al_mudares_37368978_male,Bao_27137150,Bhaskaran_22911455,Bhattacharya_25150062,Chao27770432,Cheng_31961470,Coarfa_28818871,Denervaud_26353077,Dong_36157523,Natarajan_28851267_down,Natarajan_28851267_up,x_dravet_gounot_29287116_p10,x_dravet_gounot_29287116_p10_ranked,x_lingappan_25003466_female,x_lingappan_25003466_male,x_nitkin_32753701_24hr_unranked,x_nitkin_32753701_6hr_unranked,x_rao_37310763_ranked,x_revhaug_31454811_down_ranked,x_revhaug_31454811_up_ranked,x_shrestha_33446917_down_,x_shrestha_33446917_up,x_xing_26398774_down,x_xing_26398774_up,maic_score,contributors
ADRA1A,0,0,0,0,0,0,1.302835418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302835418,SCRNASEQ: x_scaffa_34417156_ranked
BLMH,0,0,0,0,0,0,1.302829804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302829804,SCRNASEQ: x_scaffa_34417156_ranked
Iigp1,0,0,0,0,0,0,1.302818576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302818576,SCRNASEQ: x_scaffa_34417156_ranked
PSMC5,0,0,0,0,0,0,1.30278489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30278489,SCRNASEQ: x_scaffa_34417156_ranked
SERPING1,0,0,1.224401561,1.222666757,1.219981199,0,1.302779276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.969828792,SCRNASEQ: x_scaffa_34417156_ranked
UBE2A,0,0,0,0,0,0,1.302773662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302773662,SCRNASEQ: x_scaffa_34417156_ranked
ISLR,0,0,0,0,0,0,1.302768048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302768048,SCRNASEQ: x_scaffa_34417156_ranked
CAPN6,0,0,0,0,0,0,1.302762434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302762434,SCRNASEQ: x_scaffa_34417156_ranked
FSCN1,0,0,0,0,0,0,1.302756819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302756819,SCRNASEQ: x_scaffa_34417156_ranked
C1orf53,0,0,1.224832617,1.224989065,1.221110801,0,1.302751205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.973683689,SCRNASEQ: x_scaffa_34417156_ranked
AKT1,0,0,0,0,0,0,1.302745591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302745591,SCRNASEQ: x_scaffa_34417156_ranked
SHISA2,0,0,0,0,0,0,1.302739977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302739977,SCRNASEQ: x_scaffa_34417156_ranked
ANKRD13A,0,0,0,0,0,0,1.302706291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302706291,SCRNASEQ: x_scaffa_34417156_ranked
FBN1,0,0,1.22427665,1.221972028,0,0,1.302700677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.748949355,SCRNASEQ: x_scaffa_34417156_ranked
MYOF,0,0,0,0,0,0,1.302695063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302695063,SCRNASEQ: x_scaffa_34417156_ranked
RCN3,0,0,0,0,0,0,1.302689449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302689449,SCRNASEQ: x_scaffa_34417156_ranked
STBD1,0,0,0,0,0,0,1.302672606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302672606,SCRNASEQ: x_scaffa_34417156_ranked
RHOJ,0,0,0,0,0,0,1.302655763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302655763,SCRNASEQ: x_scaffa_34417156_ranked
SENP6,0,0,0,0,0,0,1.302650149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302650149,SCRNASEQ: x_scaffa_34417156_ranked
DCTN2,0,0,0,0,0,0,1.302638921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302638921,SCRNASEQ: x_scaffa_34417156_ranked
GPHN,0,0,0,0,0,0,1.302627692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302627692,SCRNASEQ: x_scaffa_34417156_ranked
EML4,0,0,0,0,0,0,1.302622078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302622078,SCRNASEQ: x_scaffa_34417156_ranked
FKBP3,0,0,0,0,0,0,1.302616464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302616464,SCRNASEQ: x_scaffa_34417156_ranked
PFDN1,0,0,0,0,0,0,1.30261085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30261085,SCRNASEQ: x_scaffa_34417156_ranked
U2AF1,0,0,0,0,0,0,1.302605235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302605235,SCRNASEQ: x_scaffa_34417156_ranked
ATF5,0,0,0,0,0,0,1.302599621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302599621,SCRNASEQ: x_scaffa_34417156_ranked
BRINP1,0,0,0,0,0,0,1.302594007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302594007,SCRNASEQ: x_scaffa_34417156_ranked
LRRC17,0,0,0,0,0,0,1.302588393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302588393,SCRNASEQ: x_scaffa_34417156_ranked
PRELID1,0,0,0,0,0,0,1.302582779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302582779,SCRNASEQ: x_scaffa_34417156_ranked
MTX2,0,0,1.224423363,1.222782136,1.220033609,0,1.302577164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.969816272,SCRNASEQ: x_scaffa_34417156_ranked
TWSG1,0,0,0,0,0,0,1.30257155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30257155,SCRNASEQ: x_scaffa_34417156_ranked
CSNK2A1,0,0,0,0,0,0,1.302560322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302560322,SCRNASEQ: x_scaffa_34417156_ranked
SRI,0,0,0,0,0,0,1.302554707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302554707,SCRNASEQ: x_scaffa_34417156_ranked
BTF3L4,0,0,0,0,0,0,1.302549093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302549093,SCRNASEQ: x_scaffa_34417156_ranked
MRPL54,0,0,0,0,0,0,1.302543479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302543479,SCRNASEQ: x_scaffa_34417156_ranked
PSMA5,0,0,0,0,0,0,1.302537865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302537865,SCRNASEQ: x_scaffa_34417156_ranked
MESD,0,0,0,0,0,0,1.302532251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302532251,SCRNASEQ: x_scaffa_34417156_ranked
TCEAL8,0,0,0,0,0,0,1.302526636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302526636,SCRNASEQ: x_scaffa_34417156_ranked
CERK,0,0,0,0,0,0,1.302521022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302521022,SCRNASEQ: x_scaffa_34417156_ranked
TIMP2,0,0,0,0,0,0,1.302515408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302515408,SCRNASEQ: x_scaffa_34417156_ranked
BRK1,0,0,0,0,0,0,1.302509794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302509794,SCRNASEQ: x_scaffa_34417156_ranked
RALA,0,0,0,0,0,0,1.302498565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302498565,SCRNASEQ: x_scaffa_34417156_ranked
SVBP,0,0,0,0,0,0,1.302492951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302492951,SCRNASEQ: x_scaffa_34417156_ranked
B4GALT4,0,0,0,0,0,0,1.30246488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30246488,SCRNASEQ: x_scaffa_34417156_ranked
DPM3,0,0,0,0,0,0,1.302459266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302459266,SCRNASEQ: x_scaffa_34417156_ranked
SLIRP,0,0,0,0,0,0,1.302453652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302453652,SCRNASEQ: x_scaffa_34417156_ranked
CTNNA1,0,0,0,0,0,0,1.302448037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302448037,SCRNASEQ: x_scaffa_34417156_ranked
SMARCE1,0,0,0,0,0,0,1.302442423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302442423,SCRNASEQ: x_scaffa_34417156_ranked
CDK7,0,0,0,0,0,0,1.302431195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302431195,SCRNASEQ: x_scaffa_34417156_ranked
ARL1,0,0,0,0,0,0,1.302419966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302419966,SCRNASEQ: x_scaffa_34417156_ranked
RHOBTB3,0,0,0,0,0,0,1.302408738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302408738,SCRNASEQ: x_scaffa_34417156_ranked
ADH5,0,0,0,0,0,0,1.302403124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302403124,SCRNASEQ: x_scaffa_34417156_ranked
1110065P20Rik,0,0,0,0,0,0,1.302397509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302397509,SCRNASEQ: x_scaffa_34417156_ranked
SMAP1,0,0,1.225109238,1.226577367,1.221857922,0,1.302391895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.975936423,SCRNASEQ: x_scaffa_34417156_ranked
NDRG2,0,0,0,0,0,0,1.302386281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302386281,SCRNASEQ: x_scaffa_34417156_ranked
SPCS1,0,0,0,0,0,0,1.302380667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302380667,SCRNASEQ: x_scaffa_34417156_ranked
PRDX4,0,0,0,0,0,0,1.302375052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302375052,SCRNASEQ: x_scaffa_34417156_ranked
MRPL30,0,0,1.225085165,1.226434985,1.221794361,0,1.302363824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.975678334,SCRNASEQ: x_scaffa_34417156_ranked
GDI2,0,0,0,0,0,0,1.30235821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30235821,SCRNASEQ: x_scaffa_34417156_ranked
MYO6,0,0,0,0,0,0,1.302352596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302352596,SCRNASEQ: x_scaffa_34417156_ranked
CDC16,0,0,0,0,0,0,1.302335753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302335753,SCRNASEQ: x_scaffa_34417156_ranked
RBBP7,0,0,0,0,0,0,1.302330139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302330139,SCRNASEQ: x_scaffa_34417156_ranked
RAB2A,0,0,0,0,0,0,1.302324525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302324525,SCRNASEQ: x_scaffa_34417156_ranked
UBTF,0,0,0,0,0,0,1.30231891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30231891,SCRNASEQ: x_scaffa_34417156_ranked
CCT8,0,0,0,0,0,0,1.302313296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302313296,SCRNASEQ: x_scaffa_34417156_ranked
PIN4,0,0,0,0,0,0,1.302307682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302307682,SCRNASEQ: x_scaffa_34417156_ranked
GPX7,0,0,0,0,0,0,1.302302068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302302068,SCRNASEQ: x_scaffa_34417156_ranked
MOCS2,0,0,0,0,0,0,1.302296453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302296453,SCRNASEQ: x_scaffa_34417156_ranked
CBR1,0,0,0,0,0,0,1.302290839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302290839,SCRNASEQ: x_scaffa_34417156_ranked
MRPS24,0,0,0,0,0,0,1.302279611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302279611,SCRNASEQ: x_scaffa_34417156_ranked
KDM7A,0,0,0,0,0,0,1.302273997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302273997,SCRNASEQ: x_scaffa_34417156_ranked
ANAPC13,0,0,0,0,0,0,1.302268382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302268382,SCRNASEQ: x_scaffa_34417156_ranked
REST,0,0,0,0,0,0,1.302262768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302262768,SCRNASEQ: x_scaffa_34417156_ranked
COPZ2,0,0,0,0,0,0,1.302257154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302257154,SCRNASEQ: x_scaffa_34417156_ranked
PHB,0,0,0,0,0,0,1.30225154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30225154,SCRNASEQ: x_scaffa_34417156_ranked
AP2S1,0,0,0,0,0,0,1.302245925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302245925,SCRNASEQ: x_scaffa_34417156_ranked
UBE2R2,0,0,0,0,0,0,1.302229083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302229083,SCRNASEQ: x_scaffa_34417156_ranked
MRPL27,0,0,0,0,0,0,1.302223469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302223469,SCRNASEQ: x_scaffa_34417156_ranked
NDUFV2,0,0,0,0,0,0,1.302217854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302217854,SCRNASEQ: x_scaffa_34417156_ranked
LAMTOR4,0,0,0,0,0,0,1.302206626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302206626,SCRNASEQ: x_scaffa_34417156_ranked
SF3B6,0,0,0,0,0,0,1.302201012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302201012,SCRNASEQ: x_scaffa_34417156_ranked
MRPS14,0,0,1.2247931,1.224787766,1.221001521,0,1.302195397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.972777784,SCRNASEQ: x_scaffa_34417156_ranked
UBTD2,0,0,0,0,0,0,1.302189783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302189783,SCRNASEQ: x_scaffa_34417156_ranked
PNKD,0,0,1.224997046,1.225934191,1.221545692,0,1.302172941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.97464987,SCRNASEQ: x_scaffa_34417156_ranked
SPTSSA,0,0,0,0,0,0,1.302167326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302167326,SCRNASEQ: x_scaffa_34417156_ranked
SRPK2,0,0,0,0,0,0,1.302156098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302156098,SCRNASEQ: x_scaffa_34417156_ranked
PTCH1,0,0,0,0,0,0,1.302150484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302150484,SCRNASEQ: x_scaffa_34417156_ranked
GLRX3,0,0,0,0,0,0,1.30214487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30214487,SCRNASEQ: x_scaffa_34417156_ranked
KDM5B,0,0,1.22485124,1.225094625,1.221158751,0,1.302128027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.973232643,SCRNASEQ: x_scaffa_34417156_ranked
PGLS,0,0,0,0,0,0,1.302122413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302122413,SCRNASEQ: x_scaffa_34417156_ranked
JOSD2,0,0,0,0,0,0,1.302116798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302116798,SCRNASEQ: x_scaffa_34417156_ranked
ARID5B,0,0,0,0,0,0,1.302111184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302111184,SCRNASEQ: x_scaffa_34417156_ranked
DNAJA2,0,0,0,0,0,0,1.30210557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30210557,SCRNASEQ: x_scaffa_34417156_ranked
TXNDC12,0,0,0,0,0,0,1.302099956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302099956,SCRNASEQ: x_scaffa_34417156_ranked
FRMD4B,0,0,0,0,0,0,1.302094342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302094342,SCRNASEQ: x_scaffa_34417156_ranked
PTPRD,0,0,0,0,0,0,1.302071885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302071885,SCRNASEQ: x_scaffa_34417156_ranked
MRPS6,0,0,0,0,0,0,1.30206627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30206627,SCRNASEQ: x_scaffa_34417156_ranked
PHB2,0,0,0,0,0,0,1.302060656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302060656,SCRNASEQ: x_scaffa_34417156_ranked
MACROH2A2,0,0,0,0,0,0,1.302055042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302055042,SCRNASEQ: x_scaffa_34417156_ranked
PSMA4,0,0,0,0,0,0,1.302049428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302049428,SCRNASEQ: x_scaffa_34417156_ranked
FAM162A,0,0,0,0,0,0,1.302043814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302043814,SCRNASEQ: x_scaffa_34417156_ranked
ERGIC3,0,0,0,0,0,0,1.302032585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302032585,SCRNASEQ: x_scaffa_34417156_ranked
PSME2,0,0,0,0,0,0,1.302026971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302026971,SCRNASEQ: x_scaffa_34417156_ranked
OAZ2,0,0,0,0,0,0,1.302021357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302021357,SCRNASEQ: x_scaffa_34417156_ranked
CCDC186,0,0,0,0,0,0,1.302015742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302015742,SCRNASEQ: x_scaffa_34417156_ranked
NDUFS8,0,0,0,0,0,0,1.302004514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302004514,SCRNASEQ: x_scaffa_34417156_ranked
TBCB,0,0,0,0,0,0,1.3019989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3019989,SCRNASEQ: x_scaffa_34417156_ranked
SH3PXD2B,0,0,0,0,0,0,1.301993286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.301993286,SCRNASEQ: x_scaffa_34417156_ranked
TBRG1,0,0,0,0,0,0,1.301987671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.301987671,SCRNASEQ: x_scaffa_34417156_ranked
YWHAG,0,0,0,0,0,0,1.301976443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.301976443,SCRNASEQ: x_scaffa_34417156_ranked
UBE2E3,0,0,1.224413825,1.222730583,1.220010191,0,1.301970829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.969125428,SCRNASEQ: x_scaffa_34417156_ranked
CPXM1,0,0,1.224243946,0,0,0,1.301965215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52620916,SCRNASEQ: x_scaffa_34417156_ranked
PPP1R12A,0,0,0,0,0,0,1.3019596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3019596,SCRNASEQ: x_scaffa_34417156_ranked
PDCL3,0,0,1.225081077,1.226412891,1.22178321,0,1.301953986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.975231164,SCRNASEQ: x_scaffa_34417156_ranked
MCRIP1,0,0,0,0,0,0,1.301948372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.301948372,SCRNASEQ: x_scaffa_34417156_ranked
MBNL2,0,0,0,0,0,0,1.301937143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.301937143,SCRNASEQ: x_scaffa_34417156_ranked
RBPJ,0,0,0,0,0,0,1.301931529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.301931529,SCRNASEQ: x_scaffa_34417156_ranked
SELENOS,0,0,0,0,0,0,1.301920301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.301920301,SCRNASEQ: x_scaffa_34417156_ranked
C8orf33,0,0,0,0,0,0,1.301914687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.301914687,SCRNASEQ: x_scaffa_34417156_ranked
MXD4,0,0,0,0,0,0,1.30189223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30189223,SCRNASEQ: x_scaffa_34417156_ranked
THRAP3,0,0,0,0,0,0,1.301886615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.301886615,SCRNASEQ: x_scaffa_34417156_ranked
MAGOH,0,0,0,0,0,0,1.301881001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.301881001,SCRNASEQ: x_scaffa_34417156_ranked
Morf4l1-ps1,0,0,0,0,0,0,1.301875387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.301875387,SCRNASEQ: x_scaffa_34417156_ranked
NONO,0,0,0,0,0,0,1.301864159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.301864159,SCRNASEQ: x_scaffa_34417156_ranked
NR3C1,0,0,0,0,0,0,1.30185293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30185293,SCRNASEQ: x_scaffa_34417156_ranked
MRPL20,0,0,0,0,0,0,1.301847316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.301847316,SCRNASEQ: x_scaffa_34417156_ranked
ATXN10,0,0,0,0,0,0,1.301841702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.301841702,SCRNASEQ: x_scaffa_34417156_ranked
CCT5,0,0,0,0,0,0,1.301830473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.301830473,SCRNASEQ: x_scaffa_34417156_ranked
PPIG,0,0,1.224446983,1.222907334,1.220093824,0,1.301824859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.969273,SCRNASEQ: x_scaffa_34417156_ranked
